PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1505663,0,0
0.1624801,0,0
0.1668968,0,0
0.170894,0,0
0.1749993,0,0
0.1789423,0,0
0.1838982,0,0
0.1879529,0,0
0.1918543,0,0
0.1958441,0,0
0.2004943,0,0
0.2046305,0,0
0.2086135,0,0
0.212704,0,0
0.2187739,0,0
0.2227722,0,0
0.2267495,0,0
0.2307044,0,0
0.2348163,0,0
0.2391495,0,0
0.2459287,0,0
0.2502139,0,0
0.2541743,0,0
0.2587141,0,0
0.2626425,0,0
0.2672825,0,0
0.2715244,0,0
0.2754334,0,0
0.2794208,0,0
0.2834936,0,0
0.2875393,0,0
0.2914209,0,0
0.29544,0,0
0.2995333,0,0
0.3035862,0,0
0.3078342,0,0
0.3118043,0,0
0.3166522,0,0
0.3206233,0,0
0.3245758,0,0
0.3285684,0,0
0.3324812,0,0
0.3368089,0,0
0.3407504,0,0
0.3449122,0,0
0.3489097,0,0
0.352836,0,0
0.3567651,0,0
0.3607324,0,0
0.3647683,0,0
0.3686962,0,0
0.3725318,0,0
0.3764831,0,0
0.3803347,0,0
0.3902663,0,0
0.3945011,0,0
0.39844,0,0
0.4023566,0,0
0.4064815,0,0
0.4104344,0,0
0.4142883,0,0
0.4182477,0,0
0.4224396,0,0
0.4264413,0,0
0.4303646,0,0
0.4343387,0,0
0.4384715,0,0
0.4423109,0,0
0.4463105,0,0
0.4503137,0,0
0.4542278,0,0
0.4581794,0,0
0.4620678,0,0
0.4661143,0,0
0.4699609,0,0
0.4738591,0,0
0.4779011,0,0
0.4821129,0,0
0.486065,0,0
0.4899319,0,0
0.4938007,0,0
0.497719,0,0
0.5016307,0,0
0.505546,0,0
0.5094828,0,0
0.5133763,0,0
0.5173024,0,0
0.5214275,0,0
0.5253249,0,0
0.5293007,0,0
0.5331285,0,0
0.5370453,0,0
0.5409149,0,0
0.5448068,0,0
0.5486879,0,0
0.5525747,0,0
0.5565948,0,0
