PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1634278,0,0
0.1771981,0,0
0.1813194,0,0
0.1855393,0,0
0.1897682,0,0
0.1941292,0,0
0.198024,0,0
0.2019702,0,0
0.2060004,0,0
0.2112399,0,0
0.2153943,0,0
0.2193165,0,0
0.2252941,0,0
0.2294278,0,0
0.2332714,0,0
0.2372252,0,0
0.2410797,0,0
0.2451651,0,0
0.249081,0,0
0.2533928,0,0
0.2575689,0,0
0.2614512,0,0
0.265519,0,0
0.2699044,0,0
0.2774522,0,0
0.2844588,0,0
0.2885116,0,0
0.2926177,0,0
0.2972573,0,0
0.3012614,0,0
0.3053319,0,0
0.3093011,0,0
0.3135703,0,0
0.3203706,0,0
0.330187,0,0
0.3357587,0,0
0.3397118,0,0
0.3442964,0,0
0.348797,0,0
0.3526511,0,0
0.3569039,0,0
0.3614033,0,0
0.3653445,0,0
0.3693588,0,0
0.3732924,0,0
0.3773239,0,0
0.381179,0,0
0.3850756,0,0
0.3891914,0,0
0.3932318,0,0
0.3973391,0,0
0.4011555,0,0
0.4095827,0,0
