PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1684584,0,0
0.1999482,0,0
0.2227396,0,0
0.243436,0,0
0.2639352,0,0
0.2709602,0,0
0.2935956,0,0
0.3029836,0,0
0.3101968,0,0
0.3163699,0,0
0.3224397,0,0
0.3285727,0,0
0.3350049,0,0
0.3411891,0,0
0.3473702,0,0
0.3534268,0,0
0.359511,0,0
0.3656699,0,0
0.371876,0,0
0.3779899,0,0
0.3845797,0,0
0.3911064,0,0
0.39772,0,0
0.4038364,0,0
0.4100134,0,0
0.416219,0,0
0.4227138,0,0
0.4473714,0,0
0.4628779,0,0
0.4829636,0,0
0.4910983,0,0
0.4978701,0,0
0.5040664,0,0
0.5103285,0,0
0.5165394,0,0
0.5226935,0,0
0.5289706,0,0
0.5351381,0,0
0.5412716,0,0
0.5476363,0,0
0.5540435,0,0
0.5602288,0,0
0.5664191,0,0
0.5729509,0,0
0.5966822,0,0
0.6066307,0,0
0.6131543,0,0
0.6194639,0,0
0.6257767,0,0
0.6322791,0,0
0.6386508,0,0
0.6451779,0,0
0.6514284,0,0
0.6577642,0,0
0.6640507,0,0
0.6703131,0,0
0.6765653,0,0
0.6827076,0,0
0.6889023,0,0
0.6957744,0,0
0.7023753,0,0
0.7087744,0,0
0.7150665,0,0
0.7212556,0,0
0.7280801,0,0
0.7515312,0,0
0.761499,0,0
0.7678992,0,0
0.7746092,0,0
0.7811563,0,0
0.7875637,0,0
0.7938408,0,0
0.8001895,0,0
0.8074274,0,0
0.8151457,0,0
0.8343825,0,0
0.84162,0,0
0.8480809,0,0
0.8543624,0,0
0.8606433,0,0
0.8668971,0,0
0.8731915,0,0
0.8807614,0,0
0.9085261,0,0
0.921508,0,0
0.9297457,0,0
0.9376251,0,0
0.9476632,0,0
0.9565707,0,0
0.9639619,0,0
0.970965,0,0
0.9776312,0,0
0.9844805,0,0
0.9907798,0,0
0.9970231,0,0
1.003907,0,0
1.010538,0,0
