PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1551513,0,0
0.1685436,0,0
0.1735388,0,0
0.1779218,0,0
0.1822862,0,0
0.1867758,0,0
0.1911031,0,0
0.1953694,0,0
0.1995772,0,0
0.2037808,0,0
0.2080723,0,0
0.2123061,0,0
0.2165169,0,0
0.2207634,0,0
0.2252754,0,0
0.2295167,0,0
0.2337496,0,0
0.2380025,0,0
0.2422,0,0
0.2465275,0,0
0.2507565,0,0
0.254976,0,0
0.2592748,0,0
0.2637396,0,0
0.2682619,0,0
0.2725742,0,0
0.2767428,0,0
0.2810248,0,0
0.2853381,0,0
0.2895092,0,0
0.2937806,0,0
0.2981955,0,0
0.3025875,0,0
0.3069427,0,0
0.3111817,0,0
0.3154213,0,0
0.3196186,0,0
0.3254846,0,0
0.3301066,0,0
0.3343931,0,0
0.3385657,0,0
0.3428087,0,0
0.3478793,0,0
0.3548874,0,0
0.3593437,0,0
0.3639482,0,0
0.3682082,0,0
0.3724324,0,0
0.3767834,0,0
0.3809621,0,0
0.385249,0,0
0.3894804,0,0
0.3937248,0,0
0.3979088,0,0
0.4023243,0,0
0.40679,0,0
0.4109786,0,0
0.4152027,0,0
0.4196623,0,0
0.4238748,0,0
0.4281068,0,0
0.4322786,0,0
0.4366362,0,0
0.4411705,0,0
0.4456504,0,0
0.4498236,0,0
0.4541225,0,0
0.4583638,0,0
0.462554,0,0
0.4668558,0,0
0.4710253,0,0
0.4752656,0,0
0.4797011,0,0
0.4839609,0,0
0.4883718,0,0
0.4926477,0,0
0.496839,0,0
0.5010973,0,0
0.505362,0,0
0.5096408,0,0
0.5138566,0,0
0.5194456,0,0
0.5241063,0,0
0.5303025,0,0
0.5364833,0,0
0.5428003,0,0
0.5473416,0,0
0.5530107,0,0
0.5584051,0,0
0.5625895,0,0
0.568011,0,0
0.5735702,0,0
0.5778039,0,0
0.5831592,0,0
0.5885566,0,0
0.5928303,0,0
0.5982175,0,0
