PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1790039,0,0
0.2067248,0,0
0.2112381,0,0
0.2156025,0,0
0.2196342,0,0
0.2283325,0,0
0.2325065,0,0
0.2365444,0,0
0.2404951,0,0
0.2446327,0,0
0.2488223,0,0
0.25276,0,0
0.2568342,0,0
0.2607995,0,0
0.2648582,0,0
0.2690746,0,0
0.2730939,0,0
0.2771314,0,0
0.2811421,0,0
0.2854398,0,0
0.2894093,0,0
0.2934627,0,0
0.2976739,0,0
0.3019459,0,0
0.306123,0,0
0.3101117,0,0
0.3142589,0,0
0.318294,0,0
0.3224641,0,0
0.3265503,0,0
0.3305963,0,0
0.3346114,0,0
0.3385776,0,0
0.342604,0,0
0.3466119,0,0
0.3506053,0,0
0.3546382,0,0
0.3587547,0,0
0.3628035,0,0
0.3668508,0,0
0.3708316,0,0
0.3748527,0,0
0.3787976,0,0
0.382795,0,0
0.3868169,0,0
0.3909145,0,0
0.3950823,0,0
0.3990269,0,0
0.4030045,0,0
0.4069926,0,0
0.4110431,0,0
0.414971,0,0
0.4191448,0,0
0.4231461,0,0
0.4271811,0,0
0.4313352,0,0
0.4352319,0,0
0.4392696,0,0
0.4432187,0,0
0.447218,0,0
0.4512423,0,0
0.4552085,0,0
0.4591767,0,0
0.4631095,0,0
0.4673264,0,0
0.4713271,0,0
0.4753329,0,0
0.4793157,0,0
0.4832302,0,0
0.4872814,0,0
0.4912397,0,0
0.49523,0,0
0.4992492,0,0
0.5033038,0,0
0.5072914,0,0
0.5112167,0,0
0.5152356,0,0
0.5191747,0,0
0.5231656,0,0
0.5271345,0,0
0.5311,0,0
0.5350756,0,0
0.5391629,0,0
0.5432166,0,0
0.5471982,0,0
0.551141,0,0
0.555131,0,0
0.5590737,0,0
0.5630544,0,0
0.567013,0,0
0.5712312,0,0
0.5755315,0,0
0.579578,0,0
0.5835502,0,0
0.587537,0,0
0.5916478,0,0
0.5956453,0,0
0.5996033,0,0
