PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1537795,0,0
0.1659547,0,0
0.1703195,0,0
0.1742614,0,0
0.1782668,0,0
0.1822466,0,0
0.1878064,0,0
0.191906,0,0
0.1958642,0,0
0.2002595,0,0
0.2043431,0,0
0.2082254,0,0
0.2122577,0,0
0.2169092,0,0
0.2207479,0,0
0.2248721,0,0
0.22885,0,0
0.2329452,0,0
0.2368972,0,0
0.2408318,0,0
0.2448446,0,0
0.2493329,0,0
0.2533075,0,0
0.2626045,0,0
0.2694488,0,0
0.2769496,0,0
0.2836268,1,0
0.2885889,1,0
0.2927723,1,0
0.2967551,1,0
0.3006799,1,0
0.3046698,1,0
0.3086508,1,0
0.3125725,1,0
0.3194554,1,0
0.3247228,1,0
0.3287481,1,0
0.3329727,1,0
0.3369851,1,0
0.3409237,1,0
0.3449468,1,0
0.349032,1,0
0.3530611,1,0
0.3570252,1,0
0.3609238,1,0
0.3658737,1,0
0.3699055,1,0
0.3737686,1,0
0.3776904,1,0
0.3817229,1,0
0.3860355,1,0
0.3901065,1,0
0.3942594,1,0
0.398256,1,0
0.4093078,1,0
0.4138341,1,0
0.4178099,1,0
0.4221157,1,0
0.4295965,1,0
0.4363954,1,0
0.4402994,1,0
0.4442469,1,0
0.448543,1,0
0.4525852,1,0
0.4565505,1,0
0.4615971,1,0
0.467046,1,0
0.4709692,1,0
0.4750164,1,0
0.4789132,1,0
0.4828804,2,0
0.487281,2,0
0.4913901,2,0
0.4954813,2,0
0.4993722,2,0
0.5033108,2,0
0.5081805,2,0
0.5135073,2,0
0.5175566,2,0
0.5214407,2,0
0.5254778,2,0
0.5296363,2,0
0.5335536,2,0
0.5374811,2,0
0.5414105,2,0
0.5456567,2,0
0.5497523,2,0
0.5536329,2,0
0.5575291,2,0
0.5614351,2,0
0.5654539,2,0
0.5692983,2,0
0.5734405,2,0
0.577361,2,0
0.5812421,2,0
0.5854816,2,0
0.5893174,2,0
