PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1557808,0,0
0.1686427,0,0
0.1733641,0,0
0.1776252,0,0
0.181586,0,0
0.1858922,0,0
0.1908918,0,0
0.194957,0,0
0.1997281,0,0
0.2036691,0,0
0.2075664,0,0
0.2113237,0,0
0.2153797,0,0
0.2203466,0,0
0.2244153,0,0
0.228256,0,0
0.2323296,0,0
0.2362963,0,0
0.2400879,0,0
0.2440717,0,0
0.2478501,0,0
0.251713,0,0
0.2555678,0,0
0.2594294,0,0
0.2635101,0,0
0.2675094,0,0
0.2757347,0,0
0.282716,0,0
0.286928,0,0
0.2909316,0,0
0.2952417,0,0
0.2991709,0,0
0.3033819,0,0
0.3073436,0,0
0.3111698,0,0
0.3150059,0,0
0.3189166,0,0
0.3228591,0,0
0.3270047,0,0
0.3308007,0,0
0.3346613,0,0
0.3385349,0,0
0.34246,0,0
0.3463451,0,0
0.3501723,0,0
0.3541743,0,0
0.3582165,0,0
0.3621301,0,0
0.3660571,0,0
0.3698246,0,0
0.3737995,0,0
0.3776381,0,0
0.3815658,0,0
0.3856519,0,0
0.389782,0,0
0.3936171,0,0
0.3974955,0,0
0.4014567,0,0
0.4053762,0,0
0.4092934,0,0
0.4130583,0,0
0.4172652,0,0
0.421585,0,0
0.4296729,0,0
0.4368961,0,0
0.4407548,0,0
0.4447617,0,0
0.4486179,0,0
0.4524552,0,0
0.4562399,0,0
0.4600956,0,0
0.4641678,0,0
0.4726727,0,0
0.4789372,0,0
0.4827619,1,0
0.4876795,1,0
0.491537,1,0
0.495639,1,0
0.4997943,1,0
0.5036895,1,0
0.50773,1,0
0.5118583,1,0
0.5159764,1,0
0.5198498,1,0
0.5237152,1,0
0.5276683,1,0
0.5329754,1,0
0.5382177,1,0
0.542359,1,0
0.5462282,1,0
0.5500765,1,0
0.5540098,1,0
0.5578721,1,0
0.5620315,1,0
0.566105,1,0
0.5701285,1,0
0.5742846,1,0
0.5824925,1,0
