PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1607029,0,0
0.1741717,0,0
0.1790473,0,0
0.1837483,0,0
0.1882915,0,0
0.1927441,0,0
0.1971867,0,0
0.2017061,0,0
0.2062013,0,0
0.210859,0,0
0.215935,0,0
0.2204711,0,0
0.2249906,0,0
0.2296238,0,0
0.2340361,0,0
0.2385065,0,0
0.2431563,0,0
0.2476591,0,0
0.2523475,0,0
0.2571194,0,0
0.2619429,0,0
0.2665185,0,0
0.2714362,0,0
0.2801844,0,0
0.2880404,0,0
0.2925286,0,0
0.2969809,0,0
0.301521,0,0
0.3060355,0,0
0.3105265,0,0
0.3152895,0,0
0.3197977,0,0
0.3243219,0,0
0.3289373,0,0
0.3334607,0,0
0.3379311,0,0
0.3425043,0,0
0.3471908,0,0
0.3518213,0,0
0.3563701,0,0
0.3610304,0,0
0.3659186,0,0
0.3733756,0,0
0.3784903,0,0
0.3838981,0,0
0.3891193,0,0
0.394364,0,0
0.3994348,0,0
0.4048807,0,0
0.4105187,0,0
0.4156467,0,0
0.4215346,0,0
0.4311609,0,0
0.4397288,0,0
0.4450372,0,0
0.4500976,0,0
0.4553239,0,0
0.460614,0,0
0.4660772,0,0
0.4711049,0,0
0.4762299,0,0
0.4814758,0,0
0.4867417,0,0
0.4919466,0,0
0.4965897,0,0
0.5013903,0,0
0.5060322,0,0
0.5106818,0,0
0.5153405,0,0
0.5202146,0,0
0.5250546,0,0
0.5298001,0,0
0.5344998,0,0
0.5392352,0,0
0.5439096,0,0
0.5486671,0,0
0.5533692,0,0
0.5580544,0,0
0.5627568,0,0
0.5674207,0,0
0.5724354,0,0
0.5812064,0,0
0.5892397,0,0
0.5938818,0,0
0.5986406,0,0
0.6035444,0,0
0.6081661,0,0
0.6130122,0,0
0.6176969,0,0
0.6222911,0,0
0.6270734,0,0
0.631816,0,0
0.636453,0,0
0.6413898,0,0
0.6462278,0,0
0.6509142,0,0
0.6557903,0,0
