PlayTime,Score,Coin
0,0,0
0.02,0,0
0.12,0,0
0.1639308,0,0
0.1761274,0,0
0.1807582,0,0
0.1852001,0,0
0.189708,0,0
0.1940043,0,0
0.1983141,0,0
0.2026692,0,0
0.207059,0,0
0.2117345,0,0
0.2160236,0,0
0.2203898,0,0
0.2246827,0,0
0.2290077,0,0
0.2334581,0,0
0.2377667,0,0
0.2420648,0,0
0.2464056,0,0
0.2508858,0,0
0.2552497,0,0
0.2595326,0,0
0.264041,0,0
0.2688269,0,0
0.2730537,0,0
0.2772967,0,0
0.2816426,0,0
0.2860748,0,0
0.2904387,0,0
0.2952635,0,0
0.3102006,0,0
0.3145134,0,0
0.3188269,0,0
0.3246365,0,0
0.3295644,0,0
0.3341582,0,0
0.3387744,0,0
0.3430935,0,0
0.3475516,0,0
0.3519421,0,0
0.3565345,0,0
0.3610357,0,0
0.3653751,0,0
0.3696417,0,0
0.3740516,0,0
0.3783108,0,0
0.3828185,0,0
0.3873051,0,0
0.3915027,0,0
0.3958274,0,0
0.4000761,0,0
0.4046636,0,0
0.4092951,0,0
0.4135965,0,0
0.4179707,0,0
0.4225351,0,0
0.4270856,0,0
0.4314334,0,0
0.4358386,0,0
0.4400914,0,0
0.444515,0,0
0.4490416,0,0
0.4532899,0,0
0.4576216,0,0
0.4618623,0,0
0.4662694,0,0
0.4709499,0,0
0.4751422,0,0
0.4794896,0,0
0.4838057,0,0
0.4880973,0,0
0.4926213,0,0
0.4969546,0,0
0.5012444,0,0
0.5056234,0,0
0.5098717,0,0
0.5144641,0,0
0.518859,0,0
0.5247067,0,0
0.5292827,0,0
0.5335771,0,0
0.5378691,0,0
0.5422186,0,0
0.5465909,0,0
0.5510424,0,0
0.5553935,0,0
0.55975,0,0
0.5640911,0,0
0.5684067,0,0
0.5733101,0,0
0.5776025,0,0
0.5818931,0,0
0.5862573,0,0
0.5907699,0,0
0.5952933,0,0
0.5995629,0,0
0.6040227,0,0
0.6084582,0,0
